loan_id,customer_id,loan_type,principal_amount,interest_rate,tenor_months,disbursement_date,days_past_due,loan_status
LN000720,CUST00342,Personal,15661.58,9.81,60.0,2025-11-02,80,Active
LN000721,CUST00044,Home,987389.75,15.88,60.0,2026-03-01,85,Active
LN000722,CUST01097,Education,81761.68,12.29,60.0,2025-12-23,0,Active
LN000723,CUST00847,Auto,65491.92,11.75,48.0,2024-11-12,62,Active
LN000724,CUST00994,Home,133659.95,13.89,18.0,2025-12-23,0,Active
LN000725,CUST00774,Home,13140.14,19.29,12.0,2025-04-17,33,Closed
LN000726,CUST00031,Education,23900.5,16.31,36.0,2024-02-02,64,Active
LN000727,CUST00640,Personal,994373.84,9.3,36.0,2025-03-23,0,Active
LN000728,CUST00772,Auto,296986.75,15.91,6.0,2025-03-19,234,Written Off
LN000729,CUST00784,Business,72356.13,10.33,48.0,2025-01-09,85,Active
LN000730,CUST00814,Business,107809.29,10.64,18.0,2025-03-01,21,Active
LN000731,CUST01149,Business,143405.5,21.89,60.0,2025-11-01,3,Active
LN000732,CUST01161,Business,47081.0,15.03,60.0,2026-04-02,0,Active
LN000733,CUST01158,Personal,31720.13,16.27,60.0,2025-04-11,0,Active
LN000734,CUST00483,Business,645326.83,16.2,48.0,2025-02-14,0,Active
LN000735,CUST00159,Personal,929384.96,13.29,60.0,2026-01-22,0,Active
LN000736,CUST00080,Education,742087.57,17.88,12.0,2025-01-10,0,Active
LN000737,CUST00892,Home,986055.79,16.74,48.0,2024-05-25,0,Active
LN000738,CUST01072,Education,16759.99,14.16,60.0,2025-11-04,72,Active
LN000739,CUST00278,Business,97908.91,8.59,48.0,2024-12-12,0,Active
LN000740,CUST00639,Personal,38057.37,8.82,12.0,2025-11-21,0,Active
LN000741,CUST00718,Home,12848.42,14.87,12.0,2024-11-06,30,Active
LN000742,CUST00627,Business,806966.01,14.0,60.0,2024-08-31,78,Active
LN000743,CUST00444,Education,1091403.39,8.8,18.0,2025-12-01,0,Active
LN000744,CUST00568,Business,45079.63,16.56,48.0,2024-09-09,0,Closed
LN000745,CUST00301,Personal,125320.94,20.83,24.0,2025-12-15,0,Active
LN000746,CUST00967,Personal,339824.41,11.18,36.0,2025-07-27,0,Active
LN000747,CUST01070,Education,471736.22,16.44,6.0,2024-12-05,36,Active
LN000748,CUST01148,Home,796191.82,9.69,48.0,2025-01-16,18,Active
LN000749,CUST00955,Business,14629.76,12.32,48.0,2025-06-12,0,Active
LN000750,CUST00367,Business,5623.8,17.27,12.0,2026-05-22,0,Active
LN000751,CUST00520,Home,46973.88,8.77,36.0,2026-05-19,0,Active
LN000752,CUST00519,Education,1080479.86,16.12,6.0,2024-08-30,58,Active
LN000753,CUST00356,Education,863019.93,21.96,60.0,2024-04-25,32,Active
LN000754,CUST00363,Personal,113620.47,9.16,24.0,2026-03-09,0,Active
LN000755,CUST00398,Personal,16528.62,11.48,48.0,2024-09-11,0,Active
LN000756,CUST00751,Business,27502.62,17.61,48.0,2026-05-18,0,Active
LN000757,CUST00303,Auto,39200.25,12.72,6.0,2025-09-01,0,Active
LN000758,CUST00007,Home,370174.79,17.22,36.0,2025-08-25,0,Active
LN000759,CUST00181,Personal,141490.7,18.84,12.0,2026-03-01,0,Active
LN000760,CUST00446,Personal,22709.99,10.26,24.0,2025-05-14,38,Active
LN000761,CUST00272,Home,915775.29,11.29,24.0,2026-04-08,0,Active
LN000762,CUST00409,Business,85579.27,17.21,18.0,2025-08-03,0,Active
LN000763,CUST00921,Auto,23239.64,12.13,60.0,2024-06-28,0,Active
LN000764,CUST00889,Home,972556.58,13.5,60.0,2024-08-09,0,Active
LN000765,CUST00186,Home,43075.59,10.97,12.0,2024-04-01,0,Active
LN000766,CUST00974,Home,144317.94,9.34,36.0,2025-02-08,0,Active
LN000767,CUST00735,Business,83202.58,12.78,24.0,2025-12-21,0,Active
LN000768,CUST00957,Personal,18610.98,20.09,60.0,2025-11-23,0,Active
LN000769,CUST00970,Home,131440.02,17.82,48.0,2025-09-16,16,Active
LN000770,CUST01039,Home,142853.13,15.26,24.0,2025-03-27,73,Active
LN000771,CUST01074,Auto,103944.26,12.71,60.0,2024-10-28,0,Active
LN000772,CUST00290,Auto,1054488.95,21.36,24.0,2025-02-17,0,Active
LN000773,CUST00379,Personal,62746.94,19.46,24.0,2025-11-05,5,Active
LN000774,CUST00706,Business,142947.46,10.28,36.0,2025-02-04,30,Active
LN000775,CUST00197,Auto,929076.62,11.91,18.0,2026-01-21,0,Active
LN000776,CUST00807,Business,7413.57,18.19,18.0,2026-03-20,19,Closed
LN000777,CUST00742,Personal,1041552.92,10.77,60.0,2025-01-04,25,Active
LN000778,CUST00091,Personal,128737.49,18.23,24.0,2025-07-27,0,Active
LN000779,CUST00985,Auto,86444.77,19.69,24.0,2025-09-07,0,Active
LN000780,CUST00208,Personal,9743.06,19.82,60.0,2025-04-13,0,Active
LN000781,CUST00823,Home,881875.37,20.37,6.0,2024-04-03,0,Active
LN000782,CUST01029,Home,268219.99,20.47,24.0,2024-03-24,42,Active
LN000783,CUST00164,Education,26135.57,17.02,18.0,2026-05-25,0,Active
LN000784,CUST00952,Business,411231.38,12.53,6.0,2026-04-22,0,Closed
LN000785,CUST00607,Auto,120815.69,8.64,18.0,2024-11-23,0,Active
LN000786,CUST00229,Education,1174567.76,13.32,6.0,2024-05-13,8,Active
LN000787,CUST01011,Business,696571.03,20.38,18.0,2025-08-24,8,Active
LN000788,CUST01166,Home,683145.73,21.77,6.0,2026-04-21,0,Active
LN000789,CUST00783,Home,34841.58,16.54,6.0,2024-05-20,84,Active
LN000790,CUST00163,Auto,593301.85,11.14,60.0,2026-02-02,10,Active
LN000791,CUST00101,Auto,831184.47,14.68,24.0,2024-10-22,44,Active
LN000792,CUST00094,Home,28079.36,12.83,12.0,2025-04-19,0,Active
LN000793,CUST00547,Home,1195521.17,20.93,60.0,2024-09-26,0,Active
LN000794,CUST00944,Education,14190.89,14.15,48.0,2025-03-28,0,Active
LN000795,CUST00710,Business,150238.39,19.89,24.0,2025-12-28,0,Active
LN000796,CUST01171,Education,116497.99,9.41,24.0,2024-08-24,112,Active
LN000797,CUST00646,Personal,1125248.36,10.11,24.0,2024-07-11,0,Active
LN000798,CUST00048,Business,516273.5,16.89,48.0,2024-11-09,187,Written Off
LN000799,CUST00199,Personal,266133.78,21.92,12.0,2025-10-21,6,Active
LN000800,CUST01127,Auto,206522.05,9.03,60.0,2025-06-06,0,Active
LN000801,CUST00651,Business,20356.0,14.5,36.0,2024-11-30,0,Active
LN000802,CUST00322,Personal,107826.28,20.19,18.0,2025-04-18,0,Active
LN000803,CUST00786,Business,25733.01,21.85,24.0,2024-08-02,0,Active
LN000804,CUST00165,Business,38955.62,11.86,48.0,2024-10-25,71,Active
LN000805,CUST00759,Business,89991.35,9.81,36.0,2024-05-02,28,Active
LN000806,CUST00491,Auto,111828.36,13.95,48.0,2025-02-03,0,Active
LN000807,CUST00502,Auto,20179.88,19.67,24.0,2024-09-22,45,Active
LN000808,CUST00327,Personal,20077.73,11.65,48.0,2025-02-13,0,Closed
LN000809,CUST00790,Home,28864.26,12.43,24.0,2024-03-22,78,Active
LN000810,CUST00049,Personal,545710.22,20.72,60.0,2025-01-25,0,Active
LN000811,CUST01048,Business,9806.03,21.37,24.0,2024-08-05,34,Active
LN000812,CUST00229,Business,18412.98,12.83,18.0,2025-12-10,5,Active
LN000813,CUST00152,Auto,972319.5,17.07,24.0,2024-06-05,41,Active
LN000814,CUST01164,Auto,224062.42,11.07,6.0,2024-10-01,0,Active
LN000815,CUST00597,Education,721862.41,21.4,12.0,2024-05-29,16,Active
LN000816,CUST00264,Business,52104.95,20.03,18.0,2024-09-17,0,Active
LN000817,CUST00025,Education,687369.48,21.12,48.0,2025-05-25,17,Active
LN000818,CUST00320,Education,44968.61,11.19,18.0,2025-01-04,0,Active
LN000819,CUST00360,Personal,453416.95,13.81,6.0,2025-05-09,0,Active
LN000820,CUST00245,Business,36106.1,10.76,18.0,2025-11-12,0,Active
LN000821,CUST01074,Home,60340.1,18.48,12.0,2024-05-03,13,Active
LN000822,CUST01096,Personal,29617.04,9.68,60.0,2024-11-28,105,Active
LN000823,CUST00375,Auto,6791.51,12.2,60.0,2024-08-04,0,Active
LN000824,CUST00569,Personal,144234.43,9.08,12.0,2024-05-02,65,Active
LN000825,CUST01191,Education,561828.68,10.41,6.0,2025-02-11,62,Active
LN000826,CUST00171,Education,264116.67,13.65,6.0,2025-11-11,20,Active
LN000827,CUST00229,Auto,33245.1,11.09,60.0,2025-03-05,21,Active
LN000828,CUST00555,Home,1134967.35,20.48,12.0,2024-08-24,0,Active
LN000829,CUST00510,Education,998681.62,13.02,48.0,2025-08-24,0,Active
LN000830,CUST00014,Business,817427.59,10.5,24.0,2024-12-27,0,Closed
LN000831,CUST00908,Education,1005103.12,10.29,48.0,2024-08-17,37,Active
LN000832,CUST00656,Home,18495.39,17.18,6.0,2025-02-03,67,Active
LN000833,CUST00352,Auto,98122.91,19.62,48.0,2024-09-15,0,Active
LN000834,CUST00552,Home,46531.4,10.93,24.0,2025-09-05,0,Active
LN000835,CUST00631,Business,1077868.17,17.73,24.0,2024-11-02,0,Active
LN000836,CUST00287,Personal,874549.23,9.25,18.0,2024-04-07,37,Active
LN000837,CUST00660,Home,402844.01,9.59,24.0,2024-03-14,24,Active
LN000838,CUST00219,Home,39131.22,20.8,12.0,2025-09-26,24,Active
LN000839,CUST00799,Auto,10546.14,12.65,24.0,2024-06-08,0,Active
LN000840,CUST00566,Home,48462.45,11.28,24.0,2025-05-19,0,Active
LN000841,CUST00848,Home,116403.59,15.98,36.0,2025-12-29,18,Closed
LN000842,CUST00534,Home,12480.32,20.87,60.0,2024-12-05,5,Active
LN000843,CUST00643,Auto,540686.37,13.07,24.0,2024-04-01,0,Active
LN000844,CUST00531,Personal,924824.16,20.39,48.0,2024-09-21,0,Active
LN000845,CUST01083,Personal,26448.77,11.56,18.0,2024-12-24,2,Active
LN000846,CUST00579,Personal,24069.66,13.12,48.0,2025-06-25,19,Closed
LN000847,CUST01052,Education,145001.6,13.25,24.0,2024-10-22,7,Active
LN000848,CUST00925,Home,39297.86,19.46,48.0,2025-12-28,0,Active
LN000849,CUST00886,Home,64440.38,13.4,36.0,2025-04-16,0,Active
LN000850,CUST00531,Home,123211.57,18.51,48.0,2024-10-11,0,Active
LN000851,CUST01182,Auto,124662.65,9.19,60.0,2025-11-20,0,Active
LN000852,CUST00261,Home,25265.77,18.61,6.0,2025-06-10,60,Active
LN000853,CUST00556,Home,66407.72,18.62,60.0,2025-10-22,0,Active
LN000854,CUST00053,Auto,364267.61,18.61,60.0,2024-05-01,0,Active
LN000855,CUST00256,Education,82738.16,18.15,36.0,2025-12-04,4,Active
LN000856,CUST00734,Auto,26379.52,20.62,24.0,2025-07-12,0,Closed
LN000857,CUST00936,Business,88256.41,14.53,24.0,2026-05-25,0,Active
LN000858,CUST00890,Personal,5042.45,9.03,12.0,2025-07-29,26,Active
LN000859,CUST00663,Auto,147046.9,19.83,60.0,2026-01-08,0,Closed
LN000860,CUST00080,Auto,91585.86,16.6,60.0,2024-09-29,52,Active
LN000861,CUST00358,Auto,48893.47,16.24,48.0,2025-12-28,0,Active
LN000862,CUST00827,Home,8079.83,20.61,60.0,2025-05-15,1,Active
LN000863,CUST00296,Business,494234.98,16.56,36.0,2026-04-15,54,Active
LN000864,CUST00189,Business,647107.44,13.09,6.0,2026-03-26,0,Active
LN000865,CUST00002,Home,242541.15,19.94,24.0,2025-01-30,0,Active
LN000866,CUST00979,Education,601863.86,18.04,60.0,2024-04-26,0,Active
LN000867,CUST00169,Business,13841.91,11.36,48.0,2026-02-24,0,Active
LN000868,CUST00617,Education,488170.91,20.08,24.0,2024-06-04,0,Active
LN000869,CUST00865,Education,607166.14,18.21,12.0,2024-07-24,28,Closed
LN000870,CUST00406,Personal,140921.48,9.21,12.0,2026-05-18,38,Active
LN000871,CUST00705,Education,114391.03,15.69,60.0,2024-08-27,0,Active
LN000872,CUST00573,Home,12481.49,13.63,36.0,2024-04-06,0,Active
LN000873,CUST01125,Home,1168309.81,20.96,6.0,2024-07-22,39,Closed
LN000874,CUST00259,Personal,119087.57,17.5,24.0,2025-10-12,0,Active
LN000875,CUST01134,Business,101039.34,15.64,12.0,2025-01-01,59,Active
LN000876,CUST00035,Home,63477.53,19.37,48.0,2024-05-11,0,Active
LN000877,CUST01092,Education,239214.6,17.39,12.0,2024-11-26,0,Active
LN000878,CUST00464,Education,30117.7,13.18,36.0,2025-12-28,0,Active
LN000879,CUST00799,Business,27606.73,12.93,24.0,2025-03-27,0,Active
LN000880,CUST00639,Education,115827.21,13.04,36.0,2024-05-11,62,Active
LN000881,CUST00497,Business,162603.18,18.5,12.0,2024-03-18,0,Active
LN000882,CUST00566,Education,83052.34,15.49,6.0,2025-04-16,65,Active
LN000883,CUST00241,Personal,26757.41,14.29,36.0,2025-07-18,50,Active
LN000884,CUST00931,Home,29736.46,11.74,60.0,2026-03-21,32,Active
LN000885,CUST01199,Business,45344.58,9.34,48.0,2024-06-05,38,Active
LN000886,CUST00743,Business,94985.03,9.21,48.0,2024-01-13,44,Active
LN000887,CUST00565,Home,273871.11,14.41,36.0,2024-08-15,0,Active
LN000888,CUST00995,Auto,129719.15,9.04,24.0,2024-10-10,22,Active
LN000889,CUST01159,Business,756493.73,12.99,36.0,2024-09-18,0,Active
LN000890,CUST00195,Home,61019.31,9.84,12.0,2024-04-10,23,Active
LN000891,CUST00712,Business,48653.35,20.18,24.0,2024-03-16,17,Closed
LN000892,CUST00885,Education,17834.26,17.02,12.0,2026-05-06,0,Active
LN000893,CUST00059,Home,39099.95,12.31,60.0,2025-02-19,0,Active
LN000894,CUST00098,Home,1120873.88,15.06,48.0,2025-02-17,36,Active
LN000895,CUST00822,Auto,790881.16,11.87,60.0,2024-03-24,58,Closed
LN000896,CUST00467,Personal,1044650.84,15.45,18.0,2024-02-04,63,Active
LN000897,CUST00784,Business,32945.36,13.59,60.0,2025-09-03,0,Active
LN000898,CUST00662,Education,98417.7,21.09,12.0,2026-02-07,0,Active
LN000899,CUST00365,Personal,282421.09,18.85,48.0,2024-09-06,0,Closed
LN000900,CUST00540,Education,72834.15,20.64,18.0,2024-05-29,0,Active
LN000901,CUST00602,Home,18936.13,11.22,6.0,2024-10-26,204,Written Off
LN000902,CUST00054,Auto,948420.07,12.56,60.0,2025-10-15,0,Active
LN000903,CUST00500,Business,43925.82,11.55,24.0,2024-09-13,0,Active
LN000904,CUST01190,Business,192350.54,14.83,36.0,2024-08-28,23,Active
LN000905,CUST00747,Home,39234.58,10.26,36.0,2025-07-09,0,Active
LN000906,CUST01103,Education,24147.75,16.13,6.0,2026-01-21,18,Active
LN000907,CUST01135,Education,22731.19,19.52,18.0,2025-02-10,45,Active
LN000908,CUST00351,Education,135081.05,20.83,24.0,2024-11-05,29,Active
LN000909,CUST00134,Home,11016.3,21.13,36.0,2025-08-23,84,Closed
LN000910,CUST00274,Business,1138401.11,13.41,48.0,2025-10-24,0,Active
LN000911,CUST01041,Education,439345.12,17.96,60.0,2026-01-05,171,Active
LN000912,CUST00246,Education,119491.12,19.27,6.0,2024-09-11,0,Active
LN000913,CUST00368,Business,116010.99,12.32,48.0,2026-05-02,11,Closed
LN000914,CUST00794,Business,1182094.22,18.19,48.0,2025-05-07,0,Active
LN000915,CUST00517,Home,546061.87,14.37,12.0,2026-03-01,0,Active
LN000916,CUST00193,Education,47645.88,11.45,24.0,2025-09-11,0,Active
LN000917,CUST01084,Business,62408.67,16.71,18.0,2026-05-28,0,Active
LN000918,CUST00354,Business,77794.56,9.29,36.0,2024-08-19,0,Active
LN000919,CUST00767,Auto,12560.9,13.29,24.0,2025-12-02,0,Active
LN000920,CUST00247,Home,210261.44,20.44,6.0,2025-08-07,19,Active
LN000921,CUST00691,Business,777698.41,14.16,36.0,2024-07-27,34,Active
LN000922,CUST01006,Personal,111142.69,8.6,24.0,2024-03-10,0,Active
LN000923,CUST00203,Home,6728.04,13.47,48.0,2026-02-28,79,Active
LN000924,CUST00412,Business,591773.39,20.78,12.0,2025-07-08,40,Active
LN000925,CUST00049,Education,761173.64,20.17,18.0,2026-02-15,0,Active
LN000926,CUST00113,Auto,22372.29,21.55,6.0,2024-02-01,70,Active
LN000927,CUST00643,Personal,43833.18,14.99,36.0,2026-04-13,0,Active
LN000928,CUST00889,Auto,23772.39,20.35,36.0,2024-12-28,0,Active
LN000929,CUST00381,Personal,46519.3,9.24,18.0,2024-06-02,16,Active
LN000930,CUST00422,Personal,18089.46,14.84,18.0,2026-02-02,82,Active
LN000931,CUST00468,Personal,470148.28,10.24,24.0,2024-01-26,0,Active
LN000932,CUST01169,Auto,26223.19,11.57,18.0,2024-08-29,81,Active
LN000934,CUST00920,Auto,148456.13,20.53,48.0,2024-07-23,0,Active
LN000935,CUST01100,Home,895154.91,9.18,48.0,2025-12-12,83,Active
LN000936,CUST01168,Personal,906479.58,10.99,60.0,2026-02-10,0,Active
LN000937,CUST00412,Business,25117.04,10.31,6.0,2024-12-18,0,Active
LN000938,CUST00139,Home,80803.68,8.87,36.0,2025-03-12,0,Active
LN000939,CUST00388,Personal,121855.2,20.56,18.0,2024-05-20,5,Active
LN000940,CUST00411,Business,26464.25,13.75,24.0,2026-04-05,0,Active
LN000941,CUST00899,Auto,135365.19,16.8,6.0,2025-03-07,10,Active
LN000942,CUST00134,Personal,1160161.42,14.61,36.0,2024-12-18,6,Active
LN000943,CUST00479,Education,56230.26,16.33,6.0,2025-05-07,0,Active
LN000944,CUST00073,Personal,23223.59,21.98,6.0,2024-11-20,30,Active
LN000945,CUST00793,Business,757468.91,10.59,12.0,2024-04-26,12,Active
LN000946,CUST00931,Auto,16645.66,12.77,12.0,2025-05-29,0,Active
LN000947,CUST00329,Business,468380.77,21.25,6.0,2024-05-05,35,Closed
LN000948,CUST00824,Home,63534.18,8.58,48.0,2024-01-23,0,Active
LN000949,CUST00796,Home,1145788.03,10.68,18.0,2025-05-25,5,Active
LN000950,CUST00399,Education,5638.85,11.98,60.0,2024-07-26,0,Active
LN000951,CUST00629,Business,78492.68,21.94,12.0,2025-04-25,0,Active
LN000952,CUST00845,Home,57376.46,13.98,12.0,2025-11-09,6,Active
LN000953,CUST00049,Education,43399.27,15.23,24.0,2025-11-02,9,Active
LN000954,CUST01178,Home,98421.9,17.88,24.0,2025-12-29,0,Active
LN000955,CUST01087,Personal,32510.37,13.51,6.0,2024-08-27,33,Closed
LN000956,CUST00185,Auto,328985.64,13.18,12.0,2025-06-01,70,Active
LN000957,CUST00915,Auto,970868.82,19.22,48.0,2025-06-20,0,Active
LN000958,CUST00851,Business,94943.56,11.72,36.0,2024-12-03,0,Active
LN000959,CUST00511,Business,49169.79,8.62,12.0,2024-07-22,0,Closed
LN000960,CUST00041,Home,25048.3,21.55,60.0,2024-06-27,79,Active
LN000961,CUST01161,Home,1056603.16,16.18,6.0,2025-06-19,0,Active
LN000962,CUST00404,Personal,37310.64,13.52,18.0,2025-07-08,0,Active
LN000963,CUST00347,Education,630795.31,20.21,12.0,2025-09-16,0,Active
LN000964,CUST00107,Home,48116.22,11.84,48.0,2025-09-30,0,Active
LN000965,CUST00939,Education,48498.0,14.49,18.0,2026-03-11,0,Active
LN000966,CUST00620,Business,702398.71,12.19,24.0,2025-11-09,0,Active
LN000967,CUST01050,Home,204240.22,13.71,48.0,2025-04-11,0,Active
LN000968,CUST00171,Home,481414.88,12.83,6.0,2024-07-14,59,Active
LN000969,CUST00153,Auto,44993.53,14.05,6.0,2025-05-15,8,Active
LN000970,CUST00699,Education,49250.33,11.76,12.0,2026-03-21,28,Active
LN000971,CUST00250,Auto,108566.67,9.7,24.0,2024-06-10,90,Closed
LN000972,CUST00478,Personal,107993.4,18.48,48.0,2026-04-11,0,Active
LN000973,CUST01015,Business,6365.92,19.89,12.0,2024-06-08,0,Active
LN000974,CUST00013,Home,79842.78,21.37,12.0,2025-12-03,0,Active
LN000975,CUST00156,Home,29446.53,16.87,60.0,2025-11-22,38,Active
LN000976,CUST01038,Business,18037.76,11.72,12.0,2025-08-13,0,Active
LN000977,CUST00516,Personal,581701.55,11.44,12.0,2024-04-20,0,Active
LN000978,CUST00881,Business,67668.25,21.39,60.0,2024-07-11,0,Active
LN000979,CUST00741,Personal,8061.68,12.78,36.0,2024-07-04,24,Active
LN000980,CUST01024,Home,681222.09,20.09,24.0,2024-04-11,0,Active
LN000981,CUST00840,Business,527659.34,12.72,18.0,2025-02-14,0,Active
LN000982,CUST00860,Home,27917.72,14.02,60.0,2026-01-10,0,Active
LN000983,CUST00354,Auto,62819.31,12.61,12.0,2024-10-02,0,Active
LN000984,CUST00804,Education,125511.51,18.31,60.0,2025-07-26,0,Active
LN000985,CUST00328,Home,1186736.9,17.44,6.0,2024-07-20,108,Active
LN000986,CUST01063,Business,1110853.38,18.65,12.0,2024-03-01,0,Active
LN000987,CUST00879,Auto,26349.57,13.01,36.0,2026-01-28,0,Active
LN000988,CUST01158,Business,1083450.64,17.03,6.0,2026-03-29,0,Active
LN000989,CUST00641,Home,15478.64,15.14,60.0,2025-01-30,19,Active
LN000990,CUST01173,Education,60330.59,12.86,36.0,2024-06-06,0,Active
LN000991,CUST01047,Auto,53553.99,21.02,60.0,2025-05-04,3,Active
LN000992,CUST00545,Auto,132801.27,18.97,24.0,2025-02-26,39,Active
LN000993,CUST00458,Home,10128.46,17.19,18.0,2026-05-29,46,Active
LN000994,CUST00644,Auto,34088.33,14.69,12.0,2024-11-29,80,Active
LN000996,CUST00052,Business,76551.9,10.3,48.0,2024-08-03,0,Active
LN000997,CUST01138,Home,109913.64,9.91,24.0,2024-10-01,0,Active
LN000998,CUST00334,Personal,28768.52,14.81,18.0,2026-01-21,0,Active
LN000999,CUST00769,Business,44059.98,19.68,48.0,2026-05-06,13,Active
LN001000,CUST00664,Personal,10057.87,9.17,36.0,2024-04-18,62,Active
LN001001,CUST00287,Auto,53472.3,13.7,36.0,2026-02-17,68,Closed
LN001002,CUST00704,Education,142587.76,18.09,24.0,2025-01-13,0,Active
LN001003,CUST00184,Personal,34625.41,17.13,12.0,2025-02-27,58,Active
LN001004,CUST00108,Auto,16859.82,12.27,48.0,2024-01-20,0,Closed
LN001005,CUST00282,Business,36351.0,18.29,18.0,2025-07-09,52,Active
LN001006,CUST00850,Auto,48902.09,9.38,6.0,2026-03-24,7,Active
LN001007,CUST00754,Business,34130.4,10.23,12.0,2024-02-04,0,Active
LN001008,CUST01140,Auto,1181606.71,14.43,24.0,2024-12-25,55,Active
LN001009,CUST00245,Personal,42187.56,17.97,24.0,2025-08-13,0,Active
LN001010,CUST00231,Personal,79714.68,14.83,60.0,2025-05-01,28,Active
LN001011,CUST00439,Home,19024.38,15.59,18.0,2024-02-15,0,Active
LN001012,CUST00445,Personal,21202.7,14.95,18.0,2026-05-08,0,Active
LN001013,CUST00671,Auto,866637.32,18.16,36.0,2025-04-27,76,Active
LN001015,CUST00912,Auto,777566.45,20.53,36.0,2024-05-16,0,Active
LN001016,CUST00764,Personal,78374.91,17.56,24.0,2025-08-19,0,Closed
LN001018,CUST01188,Home,29775.68,11.1,18.0,2024-11-08,0,Active
LN001019,CUST00815,Personal,41922.84,18.76,6.0,2025-05-11,0,Active
LN001020,CUST00091,Home,24711.98,13.12,60.0,2026-03-29,24,Active
LN001021,CUST00386,Personal,91041.93,16.36,24.0,2024-06-25,102,Active
LN001022,CUST01001,Personal,44256.71,9.27,60.0,2024-05-30,0,Closed
LN001023,CUST00765,Education,5787.42,9.16,48.0,2025-05-17,0,Active
LN001024,CUST00763,Home,1010470.47,13.22,60.0,2025-06-11,0,Active
LN001025,CUST00885,Auto,97525.04,18.43,18.0,2024-09-23,0,Active
LN001026,CUST00337,Auto,101334.49,17.62,36.0,2025-06-15,18,Active
LN001027,CUST00422,Business,10674.96,10.25,6.0,2025-04-22,77,Active
LN001028,CUST01128,Auto,48322.97,16.98,48.0,2025-12-15,26,Active
LN001029,CUST01124,Business,260932.86,16.31,48.0,2024-12-13,0,Active
LN001030,CUST00930,Auto,100377.05,19.77,48.0,2024-01-29,29,Active
LN001031,CUST00148,Business,43288.37,12.36,12.0,2025-07-23,0,Active
LN001032,CUST00034,Auto,103258.15,8.95,6.0,2025-08-03,0,Active
LN001033,CUST00865,Personal,324828.72,10.87,24.0,2024-07-24,10,Active
LN001034,CUST00980,Personal,46167.57,11.36,36.0,2024-09-10,2,Active
LN001035,CUST00786,Business,27527.88,20.81,6.0,2024-04-04,20,Active
LN001036,CUST00779,Personal,39059.89,10.62,60.0,2025-01-18,0,Active
LN001037,CUST00193,Home,773368.85,12.68,48.0,2025-05-09,0,Active
LN001038,CUST00925,Personal,78236.32,12.45,24.0,2024-09-11,0,Active
LN001039,CUST00911,Business,58326.24,11.91,12.0,2025-01-03,0,Active
LN001040,CUST00519,Education,45311.71,9.9,48.0,2026-02-01,0,Active
LN001041,CUST00679,Auto,1102334.79,21.57,48.0,2026-02-09,110,Active
LN001042,CUST00362,Auto,1143000.86,12.57,18.0,2026-04-18,0,Active
LN001043,CUST00238,Auto,44479.33,10.44,12.0,2025-12-15,20,Active
LN001044,CUST00043,Home,40801.03,10.41,48.0,2024-12-11,4,Active
LN001045,CUST00138,Home,36941.66,9.82,18.0,2026-03-04,0,Active
LN001046,CUST00050,Auto,41690.32,13.28,36.0,2026-03-05,15,Active
LN001047,CUST00380,Education,35470.59,17.72,6.0,2025-04-04,0,Active
LN001048,CUST00762,Personal,101735.42,14.65,60.0,2024-12-26,0,Active
LN001049,CUST00281,Business,747972.12,21.89,60.0,2025-09-25,37,Active
LN001050,CUST01133,Personal,35343.21,21.73,36.0,2024-08-28,0,Active
LN001051,CUST01052,Auto,148128.1,19.28,12.0,2024-10-30,14,Active
LN001052,CUST00123,Home,969734.27,13.67,60.0,2026-04-19,31,Active
LN001053,CUST00461,Education,24699.43,12.69,24.0,2026-01-22,77,Active
LN001054,CUST01068,Personal,1132985.39,10.86,60.0,2025-01-08,0,Closed
LN001055,CUST00299,Home,16377.68,9.41,18.0,2026-04-22,0,Active
LN001056,CUST01097,Business,33493.04,18.23,18.0,2025-07-02,0,Active
LN001057,CUST01176,Personal,53429.81,13.57,18.0,2025-02-06,11,Active
LN001058,CUST00556,Auto,303401.39,11.67,36.0,2024-10-01,0,Active
LN001059,CUST00628,Education,104796.54,9.95,18.0,2024-02-07,9,Active
LN001060,CUST00286,Home,17133.35,19.57,12.0,2025-08-03,18,Active
LN001061,CUST00597,Education,16932.68,17.45,12.0,2025-09-22,57,Active
LN001062,CUST00803,Education,1111605.07,19.23,18.0,2024-05-28,0,Active
LN001063,CUST00772,Personal,48395.9,10.71,6.0,2025-04-25,0,Active
LN001064,CUST01196,Business,255162.75,19.52,36.0,2024-12-25,0,Closed
LN001065,CUST00976,Personal,242816.82,21.75,18.0,2025-05-01,0,Active
LN001066,CUST00144,Education,586968.99,21.81,36.0,2026-02-11,0,Active
LN001067,CUST01161,Home,126710.37,9.26,6.0,2026-05-22,161,Active
LN001068,CUST00547,Auto,46794.35,15.21,60.0,2025-06-04,0,Active
LN001069,CUST00785,Personal,129582.91,18.38,36.0,2024-11-24,63,Active
LN001070,CUST00256,Business,42615.28,9.45,60.0,2025-09-22,0,Active
LN001071,CUST00220,Home,67000.22,14.91,48.0,2025-09-30,0,Active
LN001072,CUST00168,Business,603670.65,16.54,24.0,2024-06-02,0,Active
LN001073,CUST00557,Business,135257.41,17.01,24.0,2024-07-12,47,Active
LN001074,CUST00906,Auto,9210.17,8.73,18.0,2025-11-03,20,Active
LN001075,CUST00447,Home,398298.66,18.44,24.0,2025-06-05,0,Active
