transaction_id,loan_id,payment_date,amount_paid,payment_method
TXN0006304,LN000983,2024-08-21,4877.63,NEFT
TXN0006305,LN000983,2025-12-08,3953.85,NEFT
TXN0006306,LN000983,2024-11-22,5321.09,NACH
TXN0006307,LN000984,2024-10-09,1633.16,Cheque
TXN0006308,LN000985,2024-12-21,158625.34,UPI
TXN0006309,LN000985,2025-03-31,197357.75,Cash
TXN0006310,LN000985,2025-02-02,170190.66,Cash
TXN0006311,LN000985,2026-02-25,140113.79,NACH
TXN0006312,LN000985,2026-04-10,172691.02,Cheque
TXN0006313,LN000985,2024-11-21,144305.26,NEFT
TXN0006314,LN000985,2026-04-05,206664.42,Cheque
TXN0006315,LN000986,2024-10-31,83854.53,Cheque
TXN0006316,LN000986,2026-01-10,73111.41,NEFT
TXN0006317,LN000986,2025-08-09,83064.17,UPI
TXN0006318,LN000986,2026-02-19,67290.26,NEFT
TXN0006319,LN000986,2025-01-09,90716.17,Cash
TXN0006320,LN000987,2024-12-30,749.4,NACH
TXN0006321,LN000987,2026-01-23,736.36,NEFT
TXN0006322,LN000987,2026-01-05,599.9,Cash
TXN0006323,LN000987,2024-09-05,595.8,UPI
TXN0006324,LN000987,2025-08-15,521.34,Cheque
TXN0006325,LN000987,2026-03-09,679.22,UPI
TXN0006326,LN000987,2025-06-07,649.38,UPI
TXN0006327,LN000987,2025-11-19,630.02,NACH
TXN0006328,LN000987,2026-04-25,744.86,UPI
TXN0006329,LN000987,2025-11-27,555.36,NACH
TXN0006330,LN000988,2025-12-23,127013.5,NACH
TXN0006331,LN000988,2025-02-26,131036.27,NEFT
TXN0006332,LN000988,2025-06-15,140519.94,Cheque
TXN0006333,LN000988,2026-02-14,128506.27,Cash
TXN0006334,LN000988,2024-08-23,158182.95,UPI
TXN0006335,LN000989,2025-03-10,208.95,Cash
TXN0006336,LN000989,2024-10-11,196.88,NEFT
TXN0006337,LN000989,2025-03-27,248.31,UPI
TXN0006338,LN000989,2025-04-10,199.05,Cheque
TXN0006339,LN000989,2026-06-15,242.67,Cash
TXN0006340,LN000989,2024-10-06,212.12,NEFT
TXN0006341,LN000989,2025-03-30,226.8,Cash
TXN0006342,LN000989,2025-01-28,264.91,NACH
TXN0006343,LN000989,2026-03-14,183.96,NEFT
TXN0006344,LN000989,2026-05-13,225.76,Cheque
TXN0006345,LN000990,2026-04-24,1674.25,UPI
TXN0006346,LN000990,2025-02-20,1517.97,NACH
TXN0006347,LN000991,2025-06-17,711.29,NEFT
TXN0006348,LN000991,2026-02-09,749.03,UPI
TXN0006349,LN000991,2025-08-23,837.31,UPI
TXN0006350,LN000991,2026-04-15,903.09,Cash
TXN0006351,LN000991,2024-10-02,637.63,Cash
TXN0006352,LN000991,2025-05-03,647.15,NEFT
TXN0006353,LN000991,2026-03-08,726.34,NEFT
TXN0006354,LN000991,2024-11-14,697.52,Cheque
TXN0006355,LN000991,2026-03-02,707.56,Cheque
TXN0006356,LN000991,2026-02-19,693.92,UPI
TXN0006357,LN000991,2025-02-09,685.97,NACH
TXN0006358,LN000991,2025-01-18,665.61,Cash
TXN0006359,LN000992,2025-11-27,5682.15,Cash
TXN0006360,LN000992,2025-08-25,4152.62,Cheque
TXN0006361,LN000992,2025-09-11,4269.24,Cash
TXN0006362,LN000993,2026-04-21,442.38,Cheque
TXN0006363,LN000993,2025-07-11,577.63,NACH
TXN0006364,LN000993,2024-09-07,542.71,Cash
TXN0006365,LN000993,2025-02-06,549.41,NEFT
TXN0006366,LN000993,2026-05-11,414.51,NACH
TXN0006367,LN000993,2025-10-07,558.59,NEFT
TXN0006368,LN000993,2025-08-20,474.27,UPI
TXN0006369,LN000993,2025-05-11,445.64,Cash
TXN0006370,LN000994,2024-12-26,2560.92,Cash
TXN0006371,LN000994,2026-03-03,2805.93,NACH
TXN0006372,LN000994,2026-04-22,2762.65,NEFT
TXN0006373,LN000994,2025-04-05,2873.36,UPI
TXN0006374,LN000994,2025-09-08,2911.27,NEFT
TXN0006375,LN000996,2025-09-05,1249.3,Cheque
TXN0006376,LN000996,2025-11-02,1352.97,UPI
TXN0006377,LN000996,2024-09-13,1124.55,NEFT
TXN0006378,LN000996,2026-03-15,1607.21,Cheque
TXN0006379,LN000996,2025-09-12,1202.66,NACH
TXN0006380,LN000996,2025-09-20,1597.25,Cheque
TXN0006381,LN000996,2025-03-20,1300.24,NACH
TXN0006382,LN000996,2026-04-29,1321.87,Cash
TXN0006383,LN000996,2025-08-18,1138.22,Cheque
TXN0006384,LN000996,2026-06-10,1298.84,NACH
TXN0006385,LN000996,2025-10-05,1612.26,NACH
TXN0006386,LN000996,2025-07-06,1130.64,NEFT
TXN0006387,LN000997,2024-09-27,3857.12,NEFT
TXN0006388,LN000997,2026-02-20,3256.14,Cheque
TXN0006389,LN000997,2024-09-07,3800.37,UPI
TXN0006390,LN000997,2025-02-05,3482.54,Cash
TXN0006391,LN000997,2025-04-15,3610.09,Cheque
TXN0006392,LN000997,2025-08-19,4612.52,UPI
TXN0006393,LN000997,2025-11-21,3904.76,Cash
TXN0006394,LN000997,2026-02-12,3644.68,UPI
TXN0006395,LN000997,2025-09-22,4150.46,NACH
TXN0006396,LN000997,2024-11-23,3433.6,Cash
TXN0006397,LN000998,2026-01-21,1263.88,NACH
TXN0006398,LN000998,2026-03-13,1424.34,Cheque
TXN0006399,LN000998,2024-10-01,1251.64,Cash
TXN0006400,LN000998,2026-01-07,1498.67,Cheque
TXN0006401,LN000998,2026-01-17,1393.71,NACH
TXN0006402,LN000998,2024-10-01,1550.62,UPI
TXN0006403,LN000999,2026-06-29,947.19,Cash
TXN0006404,LN000999,2024-11-26,679.75,Cash
TXN0006405,LN000999,2025-07-22,750.06,NEFT
TXN0006406,LN000999,2025-07-06,745.21,UPI
TXN0006407,LN000999,2025-10-03,691.11,NACH
TXN0006408,LN000999,2026-05-27,902.87,UPI
TXN0006409,LN000999,2025-02-12,886.67,Cash
TXN0006410,LN000999,2025-05-05,798.18,UPI
TXN0006411,LN000999,2025-06-24,815.31,NACH
TXN0006412,LN000999,2025-08-12,661.67,NACH
TXN0006413,LN000999,2025-12-29,821.01,NEFT
TXN0006414,LN000999,2025-04-16,896.78,Cheque
TXN0006415,LN001000,2025-11-26,251.69,Cheque
TXN0006416,LN001000,2025-02-08,221.52,NACH
TXN0006417,LN001000,2026-05-15,260.85,Cash
TXN0006418,LN001000,2024-12-03,230.92,Cash
TXN0006419,LN001000,2024-10-27,248.85,Cheque
TXN0006420,LN001000,2025-05-17,243.25,Cash
TXN0006421,LN001000,2025-05-19,232.85,NACH
TXN0006422,LN001000,2024-09-12,265.87,Cash
TXN0006423,LN001000,2025-11-24,282.0,NEFT
TXN0006424,LN001000,2026-03-02,196.08,NACH
TXN0006425,LN001000,2024-08-31,286.87,Cheque
TXN0006426,LN001001,2025-11-30,1305.66,NEFT
TXN0006427,LN001001,2026-01-13,1404.03,UPI
TXN0006428,LN001001,2026-05-16,1484.55,Cheque
TXN0006429,LN001002,2025-05-19,5130.11,UPI
TXN0006430,LN001003,2024-08-02,2863.06,NEFT
TXN0006431,LN001003,2026-05-26,2199.19,Cheque
TXN0006432,LN001003,2026-01-08,2180.56,Cash
TXN0006433,LN001003,2025-06-20,2683.8,Cheque
TXN0006434,LN001003,2024-11-08,2898.58,UPI
TXN0006435,LN001003,2025-03-07,2921.08,NACH
TXN0006436,LN001003,2025-08-30,2669.93,Cash
TXN0006437,LN001003,2026-05-26,2550.51,Cheque
TXN0006438,LN001003,2026-05-10,2354.49,UPI
TXN0006439,LN001004,2024-09-04,366.35,Cheque
TXN0006440,LN001004,2026-05-16,285.18,Cheque
TXN0006441,LN001004,2026-05-28,337.36,UPI
TXN0006442,LN001004,2026-05-28,311.28,Cheque
TXN0006443,LN001004,2026-01-09,320.68,UPI
TXN0006444,LN001004,2025-09-23,294.25,Cash
TXN0006445,LN001004,2025-05-20,364.49,NACH
TXN0006446,LN001004,2025-06-30,316.16,NACH
TXN0006447,LN001004,2025-05-12,361.16,Cheque
TXN0006448,LN001004,2026-01-01,246.81,UPI
TXN0006449,LN001004,2026-04-19,316.28,NACH
TXN0006450,LN001005,2026-03-06,1920.58,UPI
TXN0006451,LN001005,2024-08-02,1940.29,Cash
TXN0006452,LN001005,2026-04-12,2053.31,Cash
TXN0006453,LN001005,2026-02-01,1416.76,UPI
TXN0006454,LN001005,2025-07-09,1413.88,UPI
TXN0006455,LN001005,2025-04-03,1747.46,Cheque
TXN0006456,LN001006,2026-04-03,5788.81,Cash
TXN0006457,LN001006,2026-01-16,8485.22,UPI
TXN0006458,LN001006,2025-06-23,6338.71,NEFT
TXN0006459,LN001006,2025-11-01,7053.58,Cash
TXN0006460,LN001006,2024-12-04,5879.65,UPI
TXN0006461,LN001006,2026-05-13,7194.45,NEFT
TXN0006462,LN001006,2025-12-13,6789.12,Cash
TXN0006463,LN001007,2026-03-07,2035.4,Cheque
TXN0006464,LN001007,2025-05-28,2324.55,Cash
TXN0006465,LN001007,2025-01-16,2380.6,NACH
TXN0006466,LN001007,2024-11-05,2976.38,Cheque
TXN0006467,LN001007,2026-06-05,2197.88,NACH
TXN0006468,LN001007,2025-06-22,2533.25,NACH
TXN0006469,LN001007,2024-08-25,2973.78,NACH
TXN0006470,LN001007,2024-10-05,2779.37,UPI
TXN0006471,LN001007,2025-11-15,2979.81,Cash
TXN0006472,LN001007,2024-08-01,2954.85,NACH
TXN0006473,LN001007,2025-03-27,2478.26,UPI
TXN0006474,LN001008,2026-01-02,46463.31,UPI
TXN0006475,LN001008,2025-01-31,36366.66,NEFT
TXN0006476,LN001008,2025-10-07,42065.3,UPI
TXN0006477,LN001008,2026-02-22,48404.34,NEFT
TXN0006478,LN001008,2025-10-21,43171.35,Cash
TXN0006479,LN001008,2025-01-23,46572.27,UPI
TXN0006480,LN001008,2024-08-04,47314.14,Cash
TXN0006481,LN001008,2026-04-04,38831.25,NEFT
TXN0006482,LN001008,2026-03-15,49553.37,Cash
TXN0006483,LN001008,2026-06-04,42387.08,NEFT
TXN0006484,LN001009,2024-10-24,1359.78,NEFT
TXN0006485,LN001010,2024-09-29,1332.43,UPI
TXN0006486,LN001011,2026-01-31,894.4,Cheque
TXN0006487,LN001011,2026-02-20,1017.39,UPI
TXN0006488,LN001011,2026-02-11,942.56,Cash
TXN0006489,LN001011,2025-02-20,881.1,UPI
TXN0006490,LN001011,2025-08-12,1039.43,Cheque
TXN0006491,LN001011,2026-03-24,956.04,Cash
TXN0006492,LN001011,2025-12-22,884.31,NEFT
TXN0006493,LN001011,2025-06-25,780.38,NACH
TXN0006494,LN001012,2026-04-21,1193.72,Cash
TXN0006495,LN001012,2025-08-31,839.17,NEFT
TXN0006496,LN001012,2025-11-12,1180.42,UPI
TXN0006497,LN001012,2026-06-26,972.95,Cheque
TXN0006498,LN001012,2026-01-29,1088.13,NEFT
TXN0006499,LN001012,2025-02-25,1204.75,NACH
TXN0006500,LN001013,2025-11-25,18129.51,UPI
TXN0006501,LN001013,2025-12-15,21628.2,NEFT
TXN0006502,LN001015,2025-10-04,20898.21,Cash
TXN0006503,LN001015,2026-05-06,20846.44,Cash
TXN0006504,LN001015,2024-08-19,19092.96,NEFT
TXN0006505,LN001015,2026-04-27,19842.18,Cash
TXN0006506,LN001015,2025-04-26,20846.01,Cheque
TXN0006507,LN001015,2024-11-13,21477.24,NACH
TXN0006508,LN001015,2025-05-04,20878.41,NEFT
TXN0006509,LN001015,2025-12-24,17795.51,UPI
TXN0006510,LN001015,2025-08-21,22654.28,NEFT
TXN0006511,LN001016,2026-03-16,2782.56,Cheque
TXN0006512,LN001016,2025-09-28,2313.9,UPI
TXN0006513,LN001016,2026-01-23,2700.39,Cheque
TXN0006514,LN001016,2026-01-22,2431.99,Cash
TXN0006515,LN001016,2025-03-07,2424.74,Cheque
TXN0006516,LN001016,2025-12-27,2607.72,UPI
TXN0006517,LN001018,2026-02-16,1188.84,NACH
TXN0006518,LN001018,2025-02-24,1556.57,UPI
TXN0006519,LN001018,2024-08-01,1200.78,NEFT
TXN0006520,LN001018,2025-04-02,1275.64,UPI
TXN0006521,LN001018,2026-05-29,1211.73,UPI
TXN0006522,LN001019,2024-12-05,5045.47,Cheque
TXN0006523,LN001019,2025-11-02,5545.78,UPI
TXN0006524,LN001019,2025-08-13,6289.58,UPI
TXN0006525,LN001019,2025-11-20,7250.14,Cheque
TXN0006526,LN001020,2025-09-02,414.52,UPI
TXN0006527,LN001020,2026-04-12,414.58,NEFT
TXN0006528,LN001020,2026-04-25,313.69,Cash
TXN0006529,LN001020,2025-07-09,326.5,Cheque
TXN0006530,LN001020,2025-06-28,299.32,Cheque
TXN0006531,LN001020,2024-09-14,400.53,NEFT
TXN0006532,LN001020,2025-08-25,298.37,NACH
TXN0006533,LN001020,2024-11-22,368.56,UPI
TXN0006534,LN001020,2025-05-19,324.04,NEFT
TXN0006535,LN001020,2024-11-01,323.4,Cheque
TXN0006536,LN001020,2026-05-19,431.13,UPI
TXN0006537,LN001021,2025-03-16,3660.16,NACH
TXN0006538,LN001021,2026-03-20,3766.59,NEFT
TXN0006539,LN001021,2026-04-04,3414.8,Cash
TXN0006540,LN001021,2025-09-03,3811.83,NEFT
TXN0006541,LN001021,2025-08-25,3512.4,Cheque
TXN0006542,LN001021,2026-03-20,3911.62,UPI
TXN0006543,LN001022,2026-03-09,588.96,UPI
TXN0006544,LN001022,2025-05-31,670.02,NACH
TXN0006545,LN001022,2026-06-19,694.49,Cheque
TXN0006546,LN001022,2024-08-01,617.77,NACH
TXN0006547,LN001022,2025-10-31,743.44,Cash
TXN0006548,LN001022,2025-10-08,769.28,Cash
TXN0006549,LN001022,2025-06-12,643.8,UPI
TXN0006551,LN001023,2025-05-29,104.31,NEFT
TXN0006552,LN001023,2024-10-30,120.38,Cash
TXN0006553,LN001023,2026-05-08,111.64,Cheque
TXN0006554,LN001023,2024-10-11,86.29,UPI
TXN0006555,LN001023,2026-03-14,107.28,Cash
TXN0006556,LN001023,2024-09-21,85.13,Cash
TXN0006557,LN001023,2024-12-06,117.25,Cash
TXN0006558,LN001024,2026-06-16,13724.03,NACH
TXN0006559,LN001024,2025-06-23,14571.02,Cheque
TXN0006560,LN001024,2025-07-23,16496.55,Cheque
TXN0006561,LN001024,2026-03-17,12062.61,Cash
TXN0006562,LN001024,2024-12-23,12723.33,Cheque
TXN0006563,LN001025,2026-02-22,4547.3,Cash
TXN0006564,LN001025,2025-04-06,4228.65,Cash
TXN0006565,LN001025,2024-11-12,4433.41,Cheque
TXN0006566,LN001025,2024-08-24,5685.5,NACH
TXN0006567,LN001025,2025-05-08,5357.89,NACH
TXN0006568,LN001025,2025-08-05,5468.8,UPI
TXN0006569,LN001025,2025-12-18,5569.6,NACH
TXN0006570,LN001025,2024-10-04,4439.17,Cash
TXN0006571,LN001026,2025-12-05,2263.07,Cheque
TXN0006572,LN001026,2025-06-22,2200.99,NEFT
TXN0006573,LN001026,2025-03-13,2788.22,Cash
TXN0006574,LN001026,2025-01-22,2639.89,Cash
TXN0006575,LN001026,2026-01-30,2203.07,UPI
TXN0006576,LN001027,2025-11-10,1480.17,Cash
TXN0006577,LN001027,2025-05-12,1560.94,UPI
TXN0006578,LN001027,2025-03-15,1574.29,NACH
TXN0006579,LN001027,2025-11-25,1798.83,Cheque
TXN0006580,LN001027,2025-12-13,1482.39,NEFT
TXN0006581,LN001028,2025-04-21,1024.83,NEFT
TXN0006582,LN001029,2026-02-19,4645.03,NEFT
TXN0006583,LN001029,2026-04-29,5225.34,NEFT
TXN0006584,LN001029,2026-01-27,5575.2,NEFT
TXN0006585,LN001029,2025-09-20,5532.06,NACH
TXN0006586,LN001029,2024-10-07,3913.63,Cheque
TXN0006587,LN001029,2024-11-28,4196.65,NACH
TXN0006588,LN001029,2025-07-01,4712.65,Cheque
TXN0006589,LN001029,2026-05-28,4626.36,NEFT
TXN0006590,LN001029,2026-01-31,5024.65,Cheque
TXN0006591,LN001029,2025-06-26,5602.71,Cash
TXN0006592,LN001029,2025-06-17,4019.14,UPI
TXN0006593,LN001030,2025-03-11,1794.56,NACH
TXN0006594,LN001030,2025-03-15,1604.66,Cash
TXN0006595,LN001030,2025-11-05,2118.25,NACH
TXN0006596,LN001030,2024-08-25,2169.83,Cash
TXN0006598,LN001030,2026-06-02,1539.96,Cash
TXN0006599,LN001030,2026-03-22,2038.6,NEFT
TXN0006600,LN001030,2026-01-08,1974.08,UPI
TXN0006601,LN001030,2026-03-17,1723.42,Cheque
TXN0006602,LN001030,2026-04-27,2113.34,Cash
TXN0006603,LN001030,2026-01-26,2178.06,UPI
TXN0006605,LN001031,2024-11-08,3239.43,Cheque
TXN0006606,LN001031,2026-03-27,2900.79,Cheque
TXN0006607,LN001031,2025-03-31,3263.14,UPI
TXN0006608,LN001031,2025-07-10,3080.23,Cheque
TXN0006609,LN001031,2025-01-30,2906.69,UPI
TXN0006610,LN001032,2025-02-09,12451.47,Cheque
TXN0006611,LN001032,2025-08-14,13568.94,Cash
TXN0006612,LN001032,2026-02-11,13238.54,Cash
TXN0006613,LN001032,2025-10-22,15311.71,NEFT
TXN0006614,LN001032,2025-05-02,15670.88,Cheque
TXN0006615,LN001032,2025-11-30,15712.45,Cheque
TXN0006616,LN001032,2024-12-05,14384.95,UPI
TXN0006617,LN001032,2026-03-02,14584.01,Cash
TXN0006618,LN001032,2025-10-13,17071.73,Cheque
TXN0006619,LN001032,2025-06-21,14915.32,NEFT
TXN0006620,LN001033,2025-02-19,14153.34,Cash
TXN0006621,LN001033,2025-12-13,11556.68,UPI
TXN0006622,LN001034,2024-09-23,1189.27,NACH
TXN0006623,LN001034,2025-03-23,920.31,NACH
TXN0006624,LN001034,2026-03-20,1190.95,NEFT
TXN0006625,LN001034,2024-08-13,1279.86,NACH
TXN0006626,LN001035,2026-01-13,4724.98,UPI
TXN0006627,LN001035,2025-03-15,4813.08,NEFT
TXN0006628,LN001035,2026-06-03,3664.71,NEFT
TXN0006629,LN001035,2026-01-24,4135.51,UPI
TXN0006630,LN001035,2025-05-18,3935.35,NEFT
TXN0006631,LN001035,2024-08-08,4116.96,UPI
TXN0006632,LN001035,2025-07-01,3464.42,Cash
TXN0006633,LN001035,2025-06-29,4586.38,Cash
TXN0006634,LN001035,2026-04-20,4672.17,NEFT
TXN0006635,LN001035,2025-09-05,3933.65,Cash
TXN0006636,LN001036,2024-11-01,519.6,NEFT
TXN0006637,LN001036,2026-06-13,487.79,UPI
TXN0006638,LN001036,2024-10-01,611.5,UPI
TXN0006639,LN001036,2024-09-20,526.84,Cheque
TXN0006640,LN001037,2024-10-17,16407.32,NACH
TXN0006641,LN001038,2024-10-01,3047.49,Cheque
TXN0006642,LN001038,2025-06-10,3018.59,NEFT
TXN0006643,LN001038,2024-11-17,2920.14,NACH
TXN0006644,LN001038,2025-02-23,2334.12,UPI
TXN0006645,LN001039,2025-04-01,4987.73,Cash
TXN0006646,LN001039,2025-11-21,4470.6,Cheque
TXN0006647,LN001039,2025-12-30,5093.44,Cheque
TXN0006648,LN001040,2024-11-19,838.33,UPI
TXN0006649,LN001040,2024-12-17,895.41,Cheque
TXN0006650,LN001040,2026-06-03,679.36,NACH
TXN0006651,LN001040,2024-09-19,869.52,Cheque
TXN0006652,LN001040,2025-08-19,913.43,NEFT
TXN0006653,LN001040,2026-02-06,918.01,NACH
TXN0006654,LN001040,2026-03-15,915.24,NEFT
TXN0006655,LN001040,2025-12-19,735.56,UPI
TXN0006656,LN001040,2025-03-25,983.06,Cash
TXN0006657,LN001040,2026-02-13,989.6,Cheque
TXN0006658,LN001041,2024-10-27,16683.35,NEFT
TXN0006659,LN001041,2025-11-29,23602.74,UPI
TXN0006660,LN001041,2026-05-08,18402.27,UPI
TXN0006661,LN001041,2026-04-22,21616.08,NACH
TXN0006662,LN001041,2024-10-27,18793.4,Cash
TXN0006663,LN001041,2025-03-29,23854.39,Cheque
TXN0006664,LN001041,2026-03-05,16891.59,UPI
TXN0006665,LN001041,2024-09-09,20076.54,NACH
TXN0006666,LN001041,2024-08-29,19516.3,UPI
TXN0006667,LN001041,2025-12-27,18696.25,UPI
TXN0006668,LN001041,2025-04-17,21264.43,Cash
TXN0006669,LN001042,2026-03-02,47362.75,UPI
TXN0006670,LN001042,2026-03-21,60377.87,UPI
TXN0006671,LN001042,2025-07-10,66243.71,NEFT
TXN0006672,LN001043,2025-05-19,3638.39,Cheque
TXN0006673,LN001043,2026-01-06,3710.34,NEFT
TXN0006674,LN001043,2024-10-26,3061.19,NACH
TXN0006675,LN001043,2025-08-23,3016.11,Cheque
TXN0006676,LN001043,2025-06-22,3265.4,UPI
TXN0006677,LN001043,2025-12-12,2653.95,Cash
TXN0006678,LN001044,2025-07-08,876.26,Cash
TXN0006679,LN001044,2025-07-03,637.79,NEFT
TXN0006680,LN001044,2025-02-06,863.67,Cash
TXN0006682,LN001045,2026-03-02,2027.52,NEFT
TXN0006683,LN001045,2026-05-08,1545.77,Cash
TXN0006684,LN001045,2024-11-12,1464.01,Cash
TXN0006685,LN001045,2026-04-23,1953.43,NACH
TXN0006686,LN001045,2025-08-14,1637.93,NEFT
TXN0006688,LN001045,2026-01-12,1835.34,Cash
TXN0006689,LN001045,2025-02-04,1514.77,NEFT
TXN0006690,LN001045,2024-12-19,2106.17,NACH
TXN0006691,LN001045,2025-05-20,1761.52,Cash
TXN0006692,LN001046,2025-05-27,1108.33,UPI
TXN0006693,LN001046,2025-12-25,1013.72,NEFT
TXN0006694,LN001046,2026-03-18,1055.6,Cash
TXN0006695,LN001046,2026-06-30,933.36,UPI
TXN0006696,LN001046,2025-12-28,891.85,Cheque
TXN0006697,LN001046,2025-11-13,1030.56,NEFT
TXN0006698,LN001046,2024-08-11,989.07,Cheque
TXN0006699,LN001046,2026-02-13,968.76,Cash
TXN0006700,LN001046,2026-03-24,1083.25,Cheque
TXN0006701,LN001046,2025-03-05,1090.52,NACH
TXN0006702,LN001046,2024-08-10,829.25,NEFT
TXN0006703,LN001047,2024-10-26,4839.13,UPI
TXN0006704,LN001047,2025-11-14,4990.22,UPI
TXN0006705,LN001047,2025-09-03,4338.71,NEFT
TXN0006706,LN001047,2024-08-01,4626.34,NEFT
TXN0006707,LN001047,2024-11-03,4245.08,Cheque
TXN0006708,LN001047,2024-09-08,6199.57,NEFT
TXN0006709,LN001047,2024-12-14,5662.25,Cash
TXN0006710,LN001047,2026-02-18,4319.18,NACH
TXN0006711,LN001047,2024-12-16,4180.13,NACH
TXN0006712,LN001048,2025-03-19,1613.78,UPI
TXN0006713,LN001048,2025-09-09,1447.55,NEFT
TXN0006714,LN001048,2026-06-04,1653.84,NEFT
TXN0006715,LN001048,2026-05-06,1734.96,Cheque
TXN0006716,LN001048,2025-08-05,1542.57,NEFT
TXN0006717,LN001048,2026-03-18,1297.95,NEFT
TXN0006718,LN001048,2025-09-28,1651.11,NACH
TXN0006719,LN001048,2024-10-07,1754.15,Cash
TXN0006720,LN001048,2025-10-05,1531.26,Cheque
TXN0006721,LN001048,2026-01-09,1591.65,NACH
TXN0006722,LN001049,2024-08-07,10198.8,NEFT
TXN0006723,LN001050,2025-12-21,818.33,NEFT
TXN0006724,LN001050,2025-08-06,939.67,Cheque
TXN0006725,LN001050,2024-12-17,1006.03,Cash
TXN0006726,LN001050,2025-06-13,903.36,Cheque
TXN0006727,LN001050,2026-02-27,958.64,NEFT
TXN0006728,LN001050,2025-06-17,746.21,Cash
TXN0006729,LN001050,2025-04-03,760.06,NEFT
TXN0006730,LN001050,2026-05-31,870.05,Cash
TXN0006731,LN001050,2024-11-06,747.9,Cheque
TXN0006732,LN001051,2026-01-06,11384.24,NEFT
TXN0006733,LN001051,2025-12-03,9900.87,Cash
TXN0006734,LN001052,2024-11-05,15791.1,Cheque
TXN0006735,LN001052,2025-03-13,15884.87,NACH
TXN0006736,LN001052,2026-02-16,13937.11,UPI
TXN0006737,LN001052,2026-03-09,12336.37,Cheque
TXN0006738,LN001052,2025-10-16,14972.23,NEFT
TXN0006739,LN001052,2025-01-10,16929.55,UPI
TXN0006740,LN001053,2026-01-08,944.65,UPI
TXN0006741,LN001054,2026-06-03,13454.6,NEFT
TXN0006742,LN001054,2024-11-07,13332.46,Cash
TXN0006743,LN001054,2025-03-07,15335.46,UPI
TXN0006744,LN001055,2024-12-02,699.26,Cheque
TXN0006745,LN001055,2025-12-07,895.83,UPI
TXN0006746,LN001055,2025-01-22,905.94,Cheque
TXN0006747,LN001055,2024-12-24,719.27,Cash
TXN0006748,LN001056,2026-03-07,1514.58,NEFT
TXN0006749,LN001057,2024-08-02,2323.26,NACH
TXN0006750,LN001057,2025-03-03,3021.55,NEFT
TXN0006751,LN001057,2026-01-18,2600.03,UPI
TXN0006752,LN001057,2026-01-11,2759.49,Cheque
TXN0006753,LN001057,2026-06-18,2509.47,Cash
TXN0006754,LN001057,2026-02-02,2733.39,Cash
TXN0006755,LN001057,2025-04-30,2478.69,UPI
TXN0006756,LN001057,2024-10-07,2430.72,NACH
TXN0006757,LN001057,2025-12-16,2736.99,UPI
TXN0006758,LN001057,2025-01-27,2691.89,UPI
TXN0006759,LN001057,2025-09-15,2382.77,NEFT
TXN0006760,LN001058,2025-08-09,6340.01,NACH
TXN0006761,LN001058,2024-12-02,6986.68,NACH
TXN0006762,LN001058,2025-07-04,7124.2,Cash
TXN0006763,LN001058,2025-09-06,7753.93,UPI
TXN0006764,LN001059,2024-11-02,5938.97,NACH
TXN0006765,LN001059,2024-09-21,4149.16,UPI
TXN0006766,LN001059,2025-09-22,4571.93,NACH
TXN0006767,LN001059,2024-12-25,4470.16,UPI
TXN0006768,LN001059,2025-10-29,5098.95,Cash
TXN0006769,LN001059,2025-10-10,4951.03,NACH
TXN0006770,LN001059,2026-05-01,5560.99,Cheque
TXN0006771,LN001059,2026-01-07,4569.39,Cheque
TXN0006772,LN001059,2025-02-06,5286.84,UPI
TXN0006773,LN001059,2025-01-13,5876.47,NACH
TXN0006774,LN001060,2026-05-13,1454.53,NACH
TXN0006775,LN001060,2026-01-22,1478.57,NEFT
TXN0006776,LN001060,2024-10-07,1385.86,Cash
TXN0006777,LN001061,2026-01-02,1435.18,NACH
TXN0006778,LN001061,2026-06-22,1103.57,NACH
TXN0006779,LN001061,2026-02-10,1085.32,NACH
TXN0006780,LN001061,2025-03-19,990.95,Cash
TXN0006781,LN001061,2024-09-17,1336.83,Cheque
TXN0006782,LN001061,2026-01-25,1450.73,NEFT
TXN0006783,LN001061,2025-10-22,1080.06,Cheque
TXN0006784,LN001062,2025-10-28,56996.33,Cheque
TXN0006785,LN001062,2024-12-23,59363.48,NEFT
TXN0006786,LN001063,2026-04-07,8264.93,NEFT
TXN0006787,LN001063,2024-10-31,7472.33,Cheque
TXN0006788,LN001063,2024-11-10,8385.42,Cheque
TXN0006789,LN001063,2025-07-05,6619.23,Cheque
TXN0006790,LN001063,2026-05-05,6634.07,Cheque
TXN0006791,LN001063,2025-08-21,7179.16,UPI
TXN0006792,LN001063,2025-06-26,6728.85,Cash
TXN0006793,LN001063,2026-06-29,5650.21,Cheque
TXN0006794,LN001063,2025-09-13,7712.05,Cheque
TXN0006795,LN001063,2025-06-24,7768.35,Cash
TXN0006796,LN001064,2025-08-09,6814.55,UPI
TXN0006797,LN001064,2025-01-23,5817.4,NEFT
TXN0006798,LN001064,2025-08-29,6257.16,Cash
TXN0006799,LN001064,2024-12-04,5854.5,NEFT
TXN0006800,LN001064,2025-10-30,5001.28,NACH
TXN0006801,LN001065,2026-04-13,12098.44,UPI
TXN0006802,LN001065,2025-04-09,10027.2,NEFT
TXN0006803,LN001065,2025-10-07,9820.78,NEFT
TXN0006804,LN001066,2025-02-20,15724.65,UPI
